/25/2018  4:01:52.529 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:18:16.201 WiFiDeviceSetRoamParams: setting roam profile to type 3
11/25/2018  5:18:16.206 __WiFiDeviceManagerEvaluateAPEnvironment: Getting AP environment for PhoneReset. Learning period 259200 secs Expiry period 2592000 secs
11/25/2018  5:18:16.206 __WiFiDeviceManagerEvaluateAPEnvironment: AP environment is 4 for PhoneReset(0:14:d1:af:39:70)
11/25/2018  5:18:16.206 __WiFiLQAMgrSetCurrentNetwork: Joined SSID: PhoneReset BSSID: 0:14:d1:af:39:70 RSSI: -58 Chan: 1 ApEnv: 4
11/25/2018  5:18:16.207 __WiFiDeviceResetCCAHistory
11/25/2018  5:18:16.207 __WiFiDeviceResetRssiHistory
11/25/2018  5:18:16.207 __WiFiLQAMgrLogStats(stationary): Rssi: -58 Cca: 0 TxPer: 0.0% (0) BcnPer: 0.0% (0, 90.0%) RxFrms 0 RxRetryFrames: 0 TxRate: 0 RxRate: 0 FBRate: 0 TxFwFrms: 0 TxFwFail:0 TxReTrans: 0 time: 298213.2secs
11/25/2018  5:18:16.207 __WiFiDeviceManagerLQMEventCallback: null ccaNumRef
11/25/2018  5:18:16.208 _CFPropertyListCreateBinaryData: CFPropertyListCreateWithData returned with error Error Domain=NSCocoaErrorDomain Code=3851 "Property list invalid for format: 200 (property lists cannot contain objects of type 'WiFiNetwork')" UserInfo={NSDebugDescription=Property list invalid for format: 200 (property lists cannot contain objects of type 'WiFiNetwork')}
11/25/2018  5:18:16.208 __WiFiDeviceProcessLinkEvent: Initializing lqm value: rawRssi -58, scaledRssi 0.838377, noise -93, snr 35
11/25/2018  5:18:16.209 __WiFiMetricsManagerPrepareLinkChangeNetworkParams: OUI:00:14:d1 Channel:1(20MHz) Flags:0x82 PhyMode:0x10 Security:0x0 WPA:[Prot:0x0 McastCipher:0x0 UcastCipher:0x0 AKM:0x0 Caps:0x0] HT:[Info:0x11ee AMPDU:0x17 TXBF:0x0 Ext:0xc00 ASEL:0x0] VHT:[Info:0x0]
11/25/2018  5:18:16.209 Submitted wifi awd metric <0x90009> with no error
11/25/2018  5:18:16.210 __WiFiManagerGeoTagNetworkIfApplicable: network: PhoneReset, isWiFiNetworkWaitingToBeGeoTagged 0
11/25/2018  5:18:16.210 __WiFiManagerGeoTagNetwork: PhoneReset
11/25/2018  5:18:16.210 __WiFiManagerGeoTagNetwork: latitude=+29.756356, longitude=-98.692623 Accuracy=65.000000  timeIntervalSinceNow=0.217047secs source=WiFi
11/25/2018  5:18:16.210 freshness 60.000000secs location_age 0.217085secs, lifeSpan 9.000000, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 1
11/25/2018  5:18:16.210 __WiFiManagerGeoTagNetwork: isValid 1
11/25/2018  5:18:16.210 __WiFiManagerUpdateCurrentNetworkWithNewLocation: GEOTAG PhoneReset 
11/25/2018  5:18:16.210 -[WiFiNetworkStoreController setGeoTag:forNetwork:]: PhoneReset[0:14:d1:af:39:70], auth 0, wifiBand 1, 29.756356,-98.692623
11/25/2018  5:18:16.210 __WiFiManagerGeoTagNetwork: LEECHED_LOC_STAT_HIGH_ACCURACY_GEOTAG: GOOD 241, BAD 14
11/25/2018  5:18:16.211 +[RootNetwork(CustomMethods) getRootNetworkMatchingWiFiNetwork:fromMOC:]: fetch result# 1, error (null)
11/25/2018  5:18:16.211 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: existing geotags#1 for PhoneReset
11/25/2018  5:18:16.211 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: did match existing geotag?: YES
11/25/2018  5:18:16.211 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: update the geotag with latest loc
11/25/2018  5:18:16.211 -[WiFiNetworkStoreController mocDidSaveNotification:]: <Thread: 0x16feeb000>
11/25/2018  5:18:16.211 -[WiFiNetworkStoreController saveChildContext]: <Thread: 0x16feeb000> saved !!
11/25/2018  5:18:16.211 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: COREDATA OPERATION TIME 0.968933 ms
11/25/2018  5:18:16.212 -[WiFiNetworkStoreController saveMainContext]: <Thread: 0x16feeb000> saved !!
11/25/2018  5:18:16.215 __WiFiDeviceManagerAttemptNetworkTransition: latitude=+29.756356, longitude=-98.692623 Accuracy=65.000000  timeIntervalSinceNow=0.221858secs source=WiFi
11/25/2018  5:18:16.215 freshness 60.000000secs location_age 0.221925secs, lifeSpan 9.000000, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 1
11/25/2018  5:18:16.215 __WiFiDeviceManagerAttemptNetworkTransition: isLocValid 1
11/25/2018  5:18:16.215 __WiFiDeviceManagerAttemptNetworkTransition: did not try location based logic last time we auto joined
11/25/2018  5:18:16.216 +[RootNetwork(CustomMethods) getAllRootNetworksCountFromMOC:]_block_invoke: error (null), rootNetworksCount 1
11/25/2018  5:18:16.216 +[GeoTag(CustomMethods) getAllGeoTagsFromMOC:]: fetch result# 1, error (null)
11/25/2018  5:18:16.216 -[WiFiNetworkStoreController copyScoreSortedNetworksAvailableAtLocation:]_block_invoke: created network PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  5:18:16.216 __WiFiDeviceManagerAttemptNetworkTransition: total time to get location based networks 0.852942ms
11/25/2018  5:18:16.216 __WiFiDeviceManagerAttemptNetworkTransition: score sorted networks (
    "PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1"
)
11/25/2018  5:18:16.216 __WiFiDeviceManagerTransitionToNetwork: topNetwork: PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1, current: PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  5:18:16.216 __WiFiDeviceManagerTransitionToNetwork: no need for transition...
11/25/2018  5:18:16.216 __WiFiManagerDeviceLinkCallback_block_invoke: Setting LeakyAP info
11/25/2018  5:18:16.216 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/25/2018  5:18:16.217 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/25/2018  5:18:16.217 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/25/2018  5:18:16.217 Submitted wifi awd metric <0x90027> with no error
11/25/2018  5:18:16.217 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/25/2018  5:18:16.217 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/25/2018  5:18:16.217 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/25/2018  5:18:16.217 Submitted wifi awd metric <0x90027> with no error
11/25/2018  5:18:16.218 Creating client for "configd"
11/25/2018  5:18:16.221 __WiFiDeviceCheckForIPRenewalWakeupSupport: State:/Network/Interface/en0/ActiveDuringSleepSupported = TRUE
11/25/2018  5:18:16.235 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:16.235 locationd requesting removal of BGScan networks
11/25/2018  5:18:16.235 Preparing background scan request for "PhoneReset" Background Scan Caching is Enabled
11/25/2018  5:18:16.240 WiFiDeviceRequestAssociatedSleep: ActiveDuringSleepRequested is already set (<CFBasicHash 0x10067edf0 [0x1b45cf538]>{type = immutable dict, count = 0,
entries =>
}
).
11/25/2018  5:18:16.249 Disable WoW requested by "mediaserverd"
11/25/2018  5:18:16.252 MIS state is Disabled
11/25/2018  5:18:16.252 MIS state queried by "apsd" is Disable
11/25/2018  5:18:16.257 MIS state is Disabled
11/25/2018  5:18:16.257 MIS state queried by "locationd" is Disable
11/25/2018  5:18:16.257 MIS state is Disabled
11/25/2018  5:18:16.257 MIS state queried by "callservicesd" is Disable
11/25/2018  5:18:16.257 MIS state is Disabled
11/25/2018  5:18:16.257 MIS state queried by "imagent" is Disable
11/25/2018  5:18:16.257 MIS state is Disabled
11/25/2018  5:18:16.258 MIS state queried by "CommCenter" is Disable
11/25/2018  5:18:16.258 MIS state is Disabled
11/25/2018  5:18:16.258 MIS state queried by "mediaserverd" is Disable
11/25/2018  5:18:16.259 MIS state is Disabled
11/25/2018  5:18:16.259 MIS state queried by "identityservices" is Disable
11/25/2018  5:18:16.259 MIS state is Disabled
11/25/2018  5:18:16.259 MIS state queried by "UserEventAgent" is Disable
11/25/2018  5:18:16.259 configd requesting removal of BGScan networks
11/25/2018  5:18:16.259 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:16.259 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:18:16.259 Removing client for "configd"
11/25/2018  5:18:16.259 MIS state is Disabled
11/25/2018  5:18:16.259 MIS state queried by "calaccessd" is Disable
11/25/2018  5:18:16.260 MIS state is Disabled
11/25/2018  5:18:16.260 MIS state queried by "nanoregistryd" is Disable
11/25/2018  5:18:16.263 apsd[106] is a wow client
11/25/2018  5:18:16.263 WoW is Enabled, 1 WoW Clients
11/25/2018  5:18:16.282 Completed Apple80211AssociateAsync (0 - 0x0)
11/25/2018  5:18:16.282 Joined: PhoneReset
11/25/2018  5:18:16.282 Auto join association completed (0) with current state: Associating, network: PhoneReset
11/25/2018  5:18:16.282 __WiFiDeviceManagerStateMachineRun: current state: Associating
11/25/2018  5:18:16.282 __WiFiDeviceManagerProcessAssociationResult: current state: Associating
11/25/2018  5:18:16.282 WiFiNetworkSetKnownBssUsageData: BSS updated - current BSS: 0:14:d1:af:39:70 (1)
11/25/2018  5:18:16.283 Removing problematic state for PhoneReset, reason N/A reasonData=0
11/25/2018  5:18:16.283 problematic networks =  and potentially problematic networks = 
11/25/2018  5:18:16.283 __WiFiDeviceManagerBGScanBlacklistApplyEnterprisePolicy: ApplyEnterprisePolicy:0 managedProfile:0 enterpriseNetwork:0
11/25/2018  5:18:16.283 Removing BG Scan Trigger Processing for PhoneReset, triggerReason Unblacklisting triggerReasonData=0 
11/25/2018  5:18:16.283 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:16.283 bGScan Blacklisted Networks =  , potentialBgScanBlacklisted Networks =  
11/25/2018  5:18:16.284 WiFiMetricsManagerSubmitAutoJoinSessionRecordsMetric: interface en0 has 2 AJ records to submit...
11/25/2018  5:18:16.284 Calling OneStats function [AssocComplete] here: __WiFiDeviceDispatchQueuedAssociationEvent
11/25/2018  5:18:16.284 Submitted wifi awd metric <0x9004d> with no error
11/25/2018  5:18:16.284 WiFiMetricsOneStatsRecordAssocStats: OneStats is NOT Configured! No-op here- Returning!
11/25/2018  5:18:16.284 __WiFiDeviceRecordLastSSIDInfo: network:PhoneReset assocSuccess:1 
11/25/2018  5:18:16.284 __WiFiManagerDidAssociateCallback: network PhoneReset, requestedInformation <CFBasicHash 0x100688b70 [0x1b45cf538]>{type = mutable dict, count = 1,
entries =>
	2 : <CFString 0x100430070 [0x1b45cf538]>{contents = "reason"} = <CFString 0x10043dbb0 [0x1b45cf538]>{contents = "Associating"}
}

11/25/2018  5:18:16.285 WiFiManagerUpdateNetwork: <thread 0x16fdd3000> merge 1, PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  5:18:16.289 WiFiManagerUpdateNetwork: hiddenChanged=0 captiveChanged=0
11/25/2018  5:18:16.289 __WiFiManagerCheckNetworkExpiry: network count 3
11/25/2018  5:18:16.289 __WiFiManagerCheckNetworkExpiry: minTexpire 0.000000, deltaTexpire 564837496.289941
11/25/2018  5:18:16.290 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  5:18:16.290 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:18:16.291 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:18:16.291 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:18:16.292 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:18:16.292 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:18:16.292 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:18:16.292 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:16.292 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:18:16.292 WiFiManagerSetUserAutoJoinState: current state is already 1
11/25/2018  5:18:16.292 WiFiManagerSetUserAutoJoinState: checking for networks disabled due to trigger association (2)
11/25/2018  5:18:16.292 __WiFiManagerCheckNetworksDisabledUntil: Checking networks disabled until date (removeAll 1)
11/25/2018  5:18:16.292 WiFiManagerGetUserAutoJoinState: user auto join state 1
11/25/2018  5:18:16.294 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  5:18:16.295 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:18:16.296 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:18:16.296 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:18:16.297 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:18:16.297 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:18:16.297 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:18:16.297 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:16.297 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:18:19.052 Received kIOMessageSystemWillSleep
11/25/2018  5:18:19.052 System Sleep notification, Disabling auto-join
11/25/2018  5:18:19.052 __WiFiManagerSetEnableState: state FALSE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:18:19.052 Disabling automatic association
11/25/2018  5:18:19.052 Auto-join deferral canceled.
11/25/2018  5:18:19.136 IPV4 State change for en0
11/25/2018  5:18:19.136 IP Address: 10.0.2.36
11/25/2018  5:18:19.136 Router IP Address: 10.0.0.1
11/25/2018  5:18:19.136 Default Gateway IP Address: 10.0.0.1
11/25/2018  5:18:19.136 __WiFiDeviceCheckForIPV4ParamsChange: Setting power mode to kA11PowerProfileDefault
11/25/2018  5:18:19.137 __WiFiDeviceManagerRouterIpv4Callback: Disabling critical phase
11/25/2018  5:18:19.137 __WiFiManagerIPv4Callback: <en0> [PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1] isMainIf? 1, isRoutable? 1
11/25/2018  5:18:19.137 -[WiFiIDSSyncEngine currentNetworkChanged]: <0x16fdd3000>, role 1, currentNetwork PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  5:18:19.137 -[WiFiIDSSyncEngine currentNetworkChanged]: reset waitForReAssociationTimer <CFRunLoopTimer 0x1006862c0 [0x1b45cf538]>{valid = Yes, firing = No, interval = 879900215, tolerance = 0, next fire date = 1.445035e+09 (880197499 @ 12118162491286083), callout = (NSTimer) [WiFiIDSSyncEngine companionReAssociationWaitTimerFired:] (0x1829e737c / 0x10030b890) (/usr/sbin/wifid), context = <CFRunLoopTimer context 0x10068bb90>}
11/25/2018  5:18:19.138 -[WiFiIDSSyncEngine sendCurrentCompanionNetwork]: autojoinAssistDict {
    "ISO_CC_CODE" = US;
    "SSID_STR" = PhoneReset;
}
11/25/2018  5:18:19.138 -[WiFiIDSSyncEngine sendToGizmoOfDataType:]: <0x16feeb000> ID:(null), data type 1
11/25/2018  5:18:19.139 __WiFiDeviceCheckForIPV4ParamsChange: configMethod DHCP, leaseExpiryDuration 10 mins
11/25/2018  5:18:19.139 Router MAC Address: c0:ea:e4:9e:73:5a
11/25/2018  5:18:19.139 Submitted wifi awd metric <0x90007> with no error
11/25/2018  5:18:19.161 Update network <PhoneReset>, requested by "configd"
11/25/2018  5:18:19.161 _wifi_manager_update_network: removing enabled property from network
11/25/2018  5:18:19.161 WiFiManagerUpdateNetwork: <thread 0x16fdd3000> merge 1, PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  5:18:19.174 WiFiManagerUpdateNetwork: hiddenChanged=0 captiveChanged=0
11/25/2018  5:18:19.174 __WiFiManagerCheckNetworkExpiry: network count 3
11/25/2018  5:18:19.174 __WiFiManagerCheckNetworkExpiry: minTexpire 0.000000, deltaTexpire 564837499.174606
11/25/2018  5:18:19.174 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  5:18:19.175 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:18:19.178 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:18:19.178 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:18:19.179 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:18:19.179 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:18:19.179 Auto association attempt canceled because auto join is disabled.
11/25/2018  5:18:19.179 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:19.180 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:18:19.181 IPv4 Primary interface is en0 and IPv6 Primary Interface is (null)
11/25/2018  5:18:19.182 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  5:18:19.183 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:18:19.183 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:18:19.183 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:18:19.184 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:18:19.184 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:18:19.184 Auto association attempt canceled because auto join is disabled.
11/25/2018  5:18:19.184 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:19.185 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:18:19.204 Received kIOMessageSystemWillPowerOn
11/25/2018  5:18:19.204 System wake reason: AOP.PMU pin26 rtc
11/25/2018  5:18:19.204 System Powered ON notification Re-enabling auto-join
11/25/2018  5:18:19.204 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:18:19.204 Enabling automatic association
11/25/2018  5:18:19.205 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:18:19.205 WiFiLocaleManagerCheckLocale: locale <US> was determined at 11/25/18, 4:40:00 AM Central Standard Time, has been valid for 38.31 mins [cache timeout 60.00 mins] 
11/25/2018  5:18:19.302 WiFiCellularNotificationsStartMonitoring_block_invoke: update cellularTxStarted 0, isShort 0
11/25/2018  5:18:19.384 Creating client for "CommCenter"
11/25/2018  5:18:19.388 CommCenter requesting removal of BGScan networks
11/25/2018  5:18:19.388 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:19.388 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
